key,model,frozen_lag0,rmse_lag0,std_lag0,mae_lag0,rmse_lag1,std_lag1,mae_lag1,delta_lag1_minus_lag0,repro_err_vs_frozen
11,LSTM-GSTARX(1;1),80.34,80.34237491824682,6.813933587581468,60.63100031978938,80.44171057665154,6.782637528003103,60.74265331289105,0.09933565840472625,0.0023749182468151275
12d,LSTM-GSTARX(12;0)+F*,74.03,74.02863228422487,6.3247583798535265,56.43767474820315,73.9412827770855,6.329087352232169,56.35708863098411,-0.08734950713936485,-0.0013677157751317282
121,LSTM-GSTARX(12;1),71.37,71.36832247270429,6.09915463745571,54.34197599398139,71.40608542884135,5.817396142319395,54.392174755672855,0.03776295613705827,-0.0016775272957119114
